name,id,all_cleaned
Dugtrio,51,"Dugtrio: id: 51 - nickname: Mole Pokémon - type: ground - height: 0.7 - weight: 33.3; descriptions: These Diglett triplets dig over 60 miles below sea level. No one knows what it's like underground.; A team of triplets that can burrow over 60 Mph. Due to this, some people think it's an earthquake.; Its three heads move alternately, driving it through tough soil to depths of over 60 miles.; A team of triplets that can burrow to a depth of 60 miles. It's reported that this triggers an earthquake.; Extremely power ful, they can Dig through even the hardest ground to a depth of over 60 miles.; In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction.; A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.; This set of triplets moves cooperatively. It's the power of teamwork that enables this Pokémon to dig to a depth of 60 miles.; Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.; Despite the closeness between this Pokémon and farmers and other people, no one has ever seen the parts of it concealed underground.; Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.; While the three of them normally get along splendidly, on rare occasions a huge fight will break out over which head gets to eat first.; Dugtrio's heads are sleek and smooth and incredibly hard. It can dig through any soil with its headbutts.; Because the triplets originally split from one body, they think exactly alike. They work cooperatively to burrow endlessly through the ground."
Meowth,52,"Meowth: id: 52 - nickname: Scratch Cat Pokémon - type: normal - height: 0.4 - weight: 4.2; descriptions: Meowth withdraw their sharp claws into their paws to silently sneak about. For some reason, this Pokémon loves shiny coins that glitter with light.; Appears to be more active at night. It loves round and shiny things. It can't stop from picking them up.; Adores round objects. It wanders the streets on a nightly basis to look for dropped loose change.; It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.; Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.; All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow.; It loves to collect shiny things. If it's in a good mood, it might even let its Trainer have a look at its hoard of treasures.; It lies around all day, becoming active near dusk. At night, it wanders the city in search of loose change.; It washes its face regularly to keep the coin on its forehead spotless. It doesn't get along with Galarian Meowth.; Appears to be more active at night. It loves round and shiny things. It can't stop itself from picking them up.; Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.; When visiting a junkyard, you may catch sight of it having an intense fight with Murkrow over shiny objects.; It loves shiny things. It often fights with Murkrow over prey they're both trying to catch.; It loves anything that shines. It especially adores coins that it picks up and secretly hoards.; It loves coins, so if you give it one, you can make friends with Meowth easily. But it's fickle, so you can't count on that friendship lasting.; It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too.; It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep."
Persian,53,"Persian: id: 53 - nickname: Classy Cat Pokémon - type: normal - height: 1.0 - weight: 32.0; descriptions: A Persian's six bold whiskers sense air movements to determine what is in its vicinity. It becomes docile if grabbed by the whiskers.; It has a high opinion of itself, although not to the same extent as the Alolan Persian. It's quite difficult to make friends with this Pokémon.; Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon's surrounding vicinity. It becomes docile if grabbed by the whiskers.; Behind its lithe, elegant appearance lies a barbaric side. It will tear apart its prey on a mere whim.; Although the jewel on its forehead appears to be a different color than those of Alolan Persian, it's mostly made of the same material.; The gem in its forehead glows on its own It walks with all the grace and elegance of a proud queen.; A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.; It has a violent temperament. It will attack anything that looks it in the eye. Its sharp claws inflict deep wounds.; Has a vicious temperament. Beware if it raises its tail straight up. It is a signal that it is about to pounce and bite.; Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.; Its elegant and refined behavior clashes with that of the barbaric Perrserker. The relationship between the two is one of mutual disdain.; Its lithe muscles allow it to walk without making a sound. It attacks in an instant.; Many adore it for its sophisticated air. However, it will lash out and scratch for little reason.; This Pokémon is popular with rich people. It's also targeted by hunters who are after the jewel in its forehead.; Getting this prideful Pokémon to warm up to you takes a lot of effort, and it will claw at you the moment it gets annoyed."
Psyduck,54,"Psyduck: id: 54 - nickname: Duck Pokémon - type: water - height: 0.8 - weight: 19.6; descriptions: Suffers perpetual headaches. If the agony grows too great, Psyduck's latent power erupts, contrary to Psyduck's intent. Ergo, I am exploring ways to ease the pain.; Always tormented by headaches. It uses psychic powers, but it is not known if it intends to do so.; It has been found that its brain cells are 10 times more active when Psyduck is experiencing a headache.; Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers.; The only time it can use its psy chic power is when its sleeping brain cells happen to wake.; When headaches stimulate its brain cells, which are usually inactive, it can use a mysterious power.; As Psyduck gets stressed out, its headache gets progressively worse. It uses intense psychic energy to overwhelm those around it.; Always tormented by headaches. It uses psychic powers, but whether it intends to do so is not known.; If it uses its mysterious power, Psyduck can't remember having done so. It apparently can't form a memory of such an event because it goes into an altered state that is much like deep sleep.; It is constantly wracked by a headache. When the headache turns intense, it begins using mysterious powers.; If its chronic headache peaks, it may exhibit odd powers. It seems unable to recall such an episode.; It has mystical powers but doesn't recall that it has used them. That is why it always looks puzzled.; This Pokémon is troubled by constant headaches. The more pain it's in, the more powerful its psychokinesis becomes.; Psyduck uses a mysterious power. When it does so, this Pokémon generates brain waves that are supposedly only seen in sleepers. This discovery spurred controversy among scholars.; When its headache intensifies, it starts using strange powers. However, it has no recollection of its powers, so it always looks befuddled and bewildered.; Psyduck is constantly beset by headaches. If the Pokémon lets its strange power erupt, apparently the pain subsides for a while.; Using psychokinesis gives it a headache, so it normally passes the time spacing out and doing as little as possible.; While lulling its enemies with its vacant look, this wily Pokémon will use psychokinetic powers.; If its usual headache worsens, it starts exhibiting odd powers. It can't remember doing so, however.; It never remembers using its odd powers, so it always tilts its head in puzzlement.; As a result of headaches so fierce they cause it to cry, it sometimes uses psychokinesis without meaning to."
Golduck,55,"Golduck: id: 55 - nickname: Duck Pokémon - type: water - height: 1.7 - weight: 76.6; descriptions: Even fast swimming fish Pokémon can be disabled by Golduck. It brings them to a standstill and seizes them.; The webbed flippers on its forelegs and hind legs and the streamlined body of Golduck give it frightening speed. This Pokémon is definitely much faster than even the most athletic swimmer.; A Golduck is an adept swimmer. It sometimes joins competitive swimmers in training. It uses psychic powers when its forehead shimmers with light.; Often seen swim ming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.; This Pokémon lives in gently flowing rivers. It paddles through the water with its long limbs, putting its graceful swimming skills on display.; When it swims at full speed using its long, webbed limbs, its fore head somehow be gins to glow.; Its body is strong, and it has webbing on its hands and feet. Golduck can swim easily through rough seas, clawing its way through the high waves.; It appears by waterways at dusk. It may use tele kinetic powers if its forehead glows mysteriously.; Its slim and long limbs end in broad flippers. They are used for swim ming gracefully in lakes.; It swims along the banks of lakes and catches fish Pokémon. It takes them to the shore and quietly eats them up.; The forelegs are webbed, helping to make it an adept swimmer. It can be seen swimming elegantly in lakes, etc.; Its long, slim limbs end in broad flippers. They are used for swimming gracefully in lakes.; It is seen swimming dynamically and elegantly using its well developed limbs and flippers.; A Pokémon that lives in lakes. It swims faster than any human swimming champion.; It is said that the red part of its forehead grants supernatural powers to those who possess one, so it was over hunted in the past.; A professional swimmer, it can continue swimming for two days straight by waving its long tail skillfully.; Golduck is the fastest swimmer among all Pokémon. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.; The flippers of its well developed limbs give it shocking speed. It is the best swimmer among Pokémon.; Old tales tell of Golduck punishing those that defiled its river. The guilty were dragged into the water and taken away.; When its forehead shines mysteriously, Golduck can use the full extent of its power.; It swims grace fully along on the quiet, slow moving rivers and lakes of which it is so fond."
Mankey,56,"Mankey: id: 56 - nickname: Pig Monkey Pokémon - type: fighting - height: 0.5 - weight: 28.0; descriptions: An agile Pokémon that lives in trees. It angers easily and will not hesitate to attack anything.; The smallest of things could cause it to lose its temper. Because it doesn't hold in its stress, this Pokémon can live a long time.; It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.; Extremely quick to anger. It could be docile one moment then thrashing away the next instant.; It's unsafe to approach if it gets violently enraged for no reason and can't distinguish friends from foes.; It is extremely ill tempered. Groups of them will attack any handy target for no reason.; It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.; It can spontaneously become enraged. Everyone near it clears out as it rampages, and the resulting loneliness makes it angrier still.; When it starts shaking and its nasal breathing turns rough, it's a sure sign of anger. However, since this happens instantly, there is no time to flee.; Light and agile on its feet, and ferocious in temperament. When angered, it flies into an uncontrollable frenzy.; When Mankey starts shaking and its nasal breathing turns rough, it's a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.; Its raging tires it out and causes it to fall asleep, but the anger resonating in its dreams causes it to wake up which infuriates it all over again.; If one gets angry, all the others around it will get angry, so silence is a rare visitor in a troop of Mankey."
Primeape,57,"Primeape: id: 57 - nickname: Pig Monkey Pokémon - type: fighting - height: 1.0 - weight: 32.0; descriptions: When it becomes furious, its blood circulation becomes more robust, and its muscles are made stronger. But it also becomes much less intelligent.; It stops being angry only when nobody else is around. To view this moment is very difficult.; If approached while asleep, it may awaken and angrily give chase in a groggy state of semi sleep.; Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.; When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.; It has been known to become so angry that it dies as a result. Its face looks peaceful in death, however.; It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.; It will never forgive opponents who have angered it. Even after it has beaten them down until they can't move, it never ever forgives.; Some researchers theorize that Primeape remains angry even when inside a Poké Ball.; It will beat up anyone who makes it mad, even if it has to chase them until the end of the world.; It becomes wildly furious if it even senses someone looking at it. It chases anyone that meets its glare.; It is always outrageously furious. If it gives chase, it will tenaciously track the target no matter how far.; Always furious and tenacious to boot. It will not abandon chasing its quarry until it catches up.; The blood vessels in its brain are sturdier than those of other Pokémon, so it can stay healthy despite its constant raging."
Growlithe,58,"Growlithe: id: 58 - nickname: Puppy Pokémon - type: fire - height: 0.7 - weight: 19.0; descriptions: Extremely loyal to its Trainer, it will bark at those who approach the Trainer unexpectedly and run them out of town.; A Pokémon with a friendly nature. However, it will bark fiercely at anything invading its territory.; Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won't forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.; Extremely loyal, it will fearlessly bark at any oppo nent to protect its own trainer from harm.; It looks cute, but when you approach another Trainer's Growlithe, it will bark at you and bite.; They patrol their territory in pairs. I believe the igneous rock components in the fur of this species are the result of volcanic activity in its habitat.; It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.; Its superb sense of smell ensures that this Pokémon won't forget any scent, no matter what. It uses its sense of smell to detect the emotions of others.; It is very protective of its territory. It will bark and bite to repel intruders from its space.; It's both clever and loyal, but if a stranger tries to invade its territory, it barks threateningly.; It has lived alongside humans since ages ago. Its bones have been found in excavations of ruins from the Stone Age.; Very protective of its territory. It will bark and bite to repel intruders from its space.; While it's quite friendly toward humans once it's grown used to them, in the wild it must be quite fierce to defend its territory from Rockruff.; Very friendly and faithful to people. It will try to repel enemies by barking and biting.; A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.; It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder."
Arcanine,59,"Arcanine: id: 59 - nickname: Legendary Pokémon - type: fire - height: 1.9 - weight: 155.0; descriptions: A Pokémon that is described in Chinese legends. It is said to race at an unbelievable speed.; A Pokémon that has long been admired for its beauty. It runs agilely as if on wings.; A legendary Poké Mon in China. Many people are charmed by its grace and beauty while running.; There are so many old tales about them that they're called legendary Pokémon, but there are way more of them around than you'd expect.; An ancient picture scroll shows that people were attracted to its movement as it ran through prairies.; The sight of it running over 6,200 miles in a single day and night has captivated many people.; This fleet footed Pokémon is said to run over 6,200 miles in a single day and night. The fire that blazes wildly within its body is its source of power.; Legends tell of its fighting alongside a general and conquering a whole country.; Its proud and regal appearance has captured the hearts of people since long ago.; This legendary Chinese Pokémon is considered magnificent. Many people are enchanted by its grand mane.; A Pokémon that has been admired since the past for its beauty. It runs agilely as if on wings.; Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon's body is its source of power.; Its magnificent bark conveys a sense of majesty. Anyone hearing it can't help but grovel before it.; The fire burning inside its body serves as the energy to fuel it as it runs great distances. It appears in many legends.; Overflowing with beauty and majesty, this strong Pokémon appears in ancient Eastern folklore.; A legendary Pokémon in the East. Many people are charmed by the grace and beauty of its running.; This legendary Chinese Pokemon is considered magnif icent. Many people are enchanted by its grand mane.; Snaps at its foes with fangs cloaked in blazing flame. Despite its bulk, it deftly feints every which way, leading opponents on a deceptively merry chase as it all but dances around them."
Poliwag,60,"Poliwag: id: 60 - nickname: Tadpole Pokémon - type: water - height: 0.6 - weight: 12.4; descriptions: The direction of its belly spiral differs by area. The equator is thought to have an effect on this.; The swirl on its belly is its internal organs showing through. If the swirl is tinged white, that means it's affected by some disease.; The direction of the spiral on the belly differs by area. It is more adept at swimming than walking.; It's still not very good at walking. Its Trainers should train this Pokémon to walk every day.; Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.; The swirl on its belly is its insides showing through the skin. It looks clearer after it eats.; It is possible to see this Pokémon's spiral innards right through its thin skin. However, the skin is also very flexible. Even sharp fangs bounce right off it.; For Poliwag, swimming is easier than walking. The swirl pattern on its belly is actually part of the Pokémon's innards showing through the skin.; Because it is in ept at walking on its newly grown legs, it always swims around in water.; Poliwag has a very thin skin. It is possible to see the Pokémon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.; Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet.; Its slick black skin is thin and damp. A part of its internal organs can be seen through the skin as a spiral pattern.; The direction of the swirl on their stomachs differs depending on where they live. Poliwag aficionados can tell them apart at a glance.; Its newly grown legs prevent it from walking well. It appears to prefer swimming over walking.; Despite the danger, it wants to come up on land. So it does its best to waddle along, but when an enemy finds it, it rushes back to the water.; In rivers with fast flowing water, this Pokémon will cling to a rock by using its thick lips, which act like a suction cup."
Poliwhirl,61,"Poliwhirl: id: 61 - nickname: Tadpole Pokémon - type: water - height: 1.0 - weight: 20.0; descriptions: Staring at the swirl on its belly causes drowsiness. This trait of Poliwhirl's has been used in place of lullabies to get children to go to sleep.; It can live in or out of water. When out of water, it constantly sweats to keep its body slimy.; Though it is skilled at walk ing, it prefers to live underwater where there is less danger.; The surface of Poliwhirl's body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.; Its body surface is always wet and slick with an oily fluid. Because of this greasy covering, it can easily slip and slide out of the clutches of any enemy in battle.; Although it can live on land, it prefers to stay in the water, where it has fewer natural enemies.; Under attack, it uses its belly spiral to put the foe to sleep. It then makes its escape.; The swirl on its belly subtly undulates. Staring at it may gradually cause drowsiness.; The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.; Although it has become capable of living on land, it spends its time in the water, where its prey, fish Pokémon, are plentiful.; Its two legs are well developed. Even though it can live on the ground, it prefers living in water.; The surface of Poliwhirl's body is always wet and slick with an oily fluid. Because of this greasy covering, it can easily slip and slide out of the clutches of any enemy in battle.; The skin on most of its body is moist. However, the skin on its belly spiral feels smooth.; This Pokémon's sweat is a slimy mucus. When captured, Poliwhirl can slither from its enemies' grasp and escape.; Capable of living in or out of water. When out of water, it sweats to keep its body slimy.; It marches over the land in search of bug Pokémon to eat. Then it takes them underwater so it can dine on them where it's safe.; Its health suffers when its skin dries out, so be sure to moisturize it diligently."
Poliwrath,62,"Poliwrath: id: 62 - nickname: Tadpole Pokémon - type: water and fighting - height: 1.3 - weight: 54.0; descriptions: Poliwrath's highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the Pacific Ocean without effort.; Its percentage of body fat is nearly zero. Its body is entirely muscle, which makes it heavy and forces its swimming prowess to develop.; This strong and skilled swimmer is even capable of crossing the Pacific Ocean just by kicking.; An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.; The muscles it has developed through swimming are thick and powerful. When it lands a square punch, it can turn huge boulders to dust.; Poliwrath's highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.; It's quite a gifted swimmer, even among Water type Pokémon, but it normally spends its time on land.; A swimmer adept at both the front crawl and breaststroke. Easily overtakes the best human swimmers.; Poliwrath is skilled at both swimming and martial arts. It uses its well trained arms to dish out powerful punches.; Swims powerfully using all the muscles in its body. It can even overtake world class swimmers.; It can use its well developed arms and legs to run on the surface of the water for a split second.; Although an ener getic, skilled swimmer that uses all of its mus cles, it lives on dry land.; Swims powerfully using all the muscles in its body. It can even overtake champion swimmers.; An adept swimmer, it knows the front crawl, butterfly, and more. It is faster than the best human swimmers.; Poliwrath in the Alola region are strong swimmers that use the breaststroke. Many children learn to swim by imitating Poliwrath.; With its extremely tough muscles, it can keep swimming in the Pacific Ocean without resting.; Its body is solid muscle. When swimming through cold seas, Poliwrath uses its impressive arms to smash through drift ice and plow forward.; Its highly developed muscles never grow fatigued, however much it exercises. This Pokémon can swim back and forth across the Pacific Ocean without effort."
Abra,63,"Abra: id: 63 - nickname: Psi Pokémon - type: psychic - height: 0.9 - weight: 19.5; descriptions: Abra sleeps for eighteen hours a day. However, it can sense the presence of foes even while it is sleeping. In such a situation, this Pokémon immediately teleports to safety.; Even while asleep, it maintains a telepathic radar. It teleports when it is threatened.; If it decides to Teleport randomly, it creates the illusion that it has created copies of itself.; Using its ability to read minds, it will sense impending danger and Teleport to safety.; It hypnotizes itself so that it can teleport away when it senses danger, even if it is asleep.; It can read others' minds and will teleport away when danger approaches. You must clear your mind if you want to catch it.; Abra needs to sleep for eighteen hours a day. If it doesn't, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping.; Abra can teleport in its sleep. Apparently the more deeply Abra sleeps, the farther its teleportations go.; Sleeps 18 hours a day. If it senses danger, it will teleport itself to safety even as it sleeps.; This Pokémon uses its psychic powers while it sleeps. The contents of Abra's dreams affect the powers that the Pokémon wields.; Using its ability to read minds, it will identify impending danger and Teleport to safety.; It can teleport itself to safety while it's asleep, but when it wakes, it doesn't know where it is, so it panics.; If it decides to teleport randomly, it evokes the illusion that it has created copies of itself.; It senses impending attacks and teleports away to safety before the actual attacks can strike.; Using its psychic power is such a strain on its brain that it needs to sleep for 18 hours a day.; It uses various psychic powers even while it's sleeping, so you can't tell whether or not it's awake.; It sleeps for 18 hours a day. Even when awake, it teleports itself while remaining seated.; A Pokémon that sleeps 18 hours a day. Observation revealed that it uses Teleport to change its location once every hour.; It sleeps for 18 hours a day. It uses a variety of extrasensory powers even while asleep.; Spends 18 hours of the day sleeping. Even while asleep, Abra can control its psychic powers should danger approach, the Pokémon will simply teleport away.; It sleeps 18 hours a day. Even while sleeping, it will teleport itself to treetops and pick and eat berries there."
Kadabra,64,"Kadabra: id: 64 - nickname: Psi Pokémon - type: psychic - height: 1.3 - weight: 56.5; descriptions: It possesses strong spiritual power. The more danger it faces, the stronger its psychic power.; This Pokémon's telekinesis is immensely powerful. To prepare for evolution, Kadabra stores up psychic energy in the star on its forehead.; There are rumors that a child with mystical powers became a Kadabra however, this remains unverified. I suspect that the spoon Kadabra holds enhances its brain waves.; It stares at its silver spoon to focus its mind. It emits more alpha waves while doing so.; When it closes its eyes, twice as many alpha parti cles come out of the surface of its body.; Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers.; Kadabra emits a peculiar alpha wave if it develops a headache. Only those people with a particularly strong psyche can hope to become a Trainer of this Pokémon.; Kadabra's presence infests televisions and monitors with creepy shadows that bring bad luck.; It stares at a silver spoon to amplify its psychic powers before it lets loose. Apparently, gold spoons are no good.; It emits special alpha waves from its body that induce headaches just by being close.; When it uses its psychic power, it emits strong alpha waves that can ruin precision devices.; A theory exists that this Pokémon was a young boy who couldn't control his psychic powers and ended up transformed into this Pokémon.; Many odd things happen if this Pokémon is close by. For example, it makes clocks run backwards.; When it uses its psychic power, it emits strong ha waves that can ruin precision devices.; It emits special alpha waves from its body that induce headaches just by being close by.; If it uses its abilities, it emits special alpha waves that cause machines to malfunction.; If one is nearby, an eerie shadow appears on Tv screens. Seeing the shadow is said to bring bad luck.; Using its psychic power, Kadabra levitates as it sleeps. It uses its springy tail as a pillow.; It possesses strong mental capabilities, but its psychic powers are halved when it's not holding a silver spoon.; Many odd things happen if this Pokémon is close by. For example, it makes clocks run backward.; It is rumored that a boy with psychic abilities suddenly transformed into Kadabra while he was assisting research into extrasensory powers.; It happened one morning a boy with extrasensory powers awoke in bed transformed into Kadabra."
Alakazam,65,"Alakazam: id: 65 - nickname: Psi Pokémon - type: psychic - height: 1.5 - weight: 48.0; descriptions: Alakazam's brain continually grows, making its head far too heavy to support with its neck. This Pokémon holds its head up using its psychokinetic power instead.; It is said to have an Iq of approximately 5,000. Its overflowing psychokinetic powers cause headaches to anyone nearby.; Its brain cells multiply continu ally until it dies. As a result, it remembers everything.; Its brain can outperform a supercomputer. Its Iq intelligence quotient is said to be around 5,000.; Alakazam wields potent psychic powers. It's said that this Pokémon used these powers to create the spoons it holds.; Alakazam's brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high Iq of 5,000. It has a thorough memory of everything that has occurred in the world.; Its brain can out perform a super computer. Its intelligence quotient is said to be 5,000.; Its brain cells continue to increase in number until its death. The older the Alakazam, the larger its head.; A Pokémon that can memorize anything. It never forgets what it learns that's why this Pokémon is smart.; It does not like physical attacks very much. Instead, it freely uses extra sensory powers to defeat foes.; The spoons clutched in its hands are said to have been created by its psychic powers.; If it trusts someone deeply, it will let them have one of its spoons. Anything you eat with that spoon is apparently delicious.; It has an incredibly high level of intelligence. Some say that Alakazam remembers everything that ever happens to it, from birth till death.; Alakazam uses its psychic powers to make the spoons it carries. Each spoon is an original that there's only one of in the whole world.; Closing both its eyes heightens all its other senses. This enables it to use its abilities to their extremes.; It has an Iq of 5000. It calcu lates many things in order to gain the edge in every battle.; Its superb memory lets it recall everything it has experienced from birth. Its Iq exceeds 5,000.; Its highly developed brain is on par with a supercomputer. It can use all forms of psychic abilities.; While it has strong psychic abilities and high intelligence, an Alakazam's muscles are very weak. It uses psychic power to move its body.; The longer Alakazam lives, the larger and heavier its head becomes. Our tests have shown that the strength of its psychic powers correlates positively to the weight of its head."
Machop,66,"Machop: id: 66 - nickname: Superpower Pokémon - type: fighting - height: 0.8 - weight: 19.5; descriptions: Machop's muscles are special they never get sore no matter how much they are used in exercise. This Pokémon has sufficient power to hurl a hundred adult humans.; Though small in stature, it is powerful enough to easily heft and throw a number of Geodude at once.; It loves to work out and build its muscles. It is never satisfied, even if it trains hard all day long.; It hefts a Graveler repeatedly to strengthen its entire body. It uses every type of martial arts.; Once this Pokémon has gained enough confidence and muscle from training with its friends, it challenges Makuhita to a battle.; It trains by lifting rocks in the mountains. It can even pick up a Graveler with ease.; It likes food that's highly nutritious because its instincts drive it to build muscle efficiently.; Always brimming with power, it passes time by lifting boulders. Doing so makes it even stronger.; It loves working out. As it gazes at its muscles, which continue to swell day by day, it becomes more and more dedicated to its training.; Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.; Very powerful in spite of its small size. Its mastery of many types of martial arts makes it very tough.; Its muscles never cramp however much it trains. It lives in the mountains away from humans.; Though as small as a child, it has strength enough to easily throw a well built adult. Striving to become ever stronger, Machop trains by carrying a Graveler on its shoulders.; With its superhuman strength, it's able to throw a hundred people all at the same time. Its strength comes from lifting Graveler every day.; Its whole body is composed of muscles. Even though it's the size of a human child, it can hurl 100 grown ups.; Loves to build its muscles. It trains in all styles of martial arts to become even stronger.; It continually undertakes strenuous training to master all forms of martial arts. Its strength lets it easily hoist a sumo wrestler onto its shoulders."
Machoke,67,"Machoke: id: 67 - nickname: Superpower Pokémon - type: fighting - height: 1.5 - weight: 70.5; descriptions: Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.; It happily carries heavy cargo to toughen up. It willingly does hard work for people.; Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.; Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train.; Machoke's boundless power is very dangerous, so it wears a belt that suppresses its energy.; When it encounters an enemy that's truly mighty, this Pokémon removes the power save belt from its waist and unleashes its full power.; This tough Pokémon always stays in the zone. Its muscles become thicker after every battle.; It always goes at its full power, but this very tough and durable Pokémon never gets tired.; A belt is worn by a Machoke to keep its overwhelming power under control. Because it is so dangerous, no one has ever removed the belt.; It willingly assists with hard labor because it knows the work is good training for its muscles.; Machoke's thoroughly toned muscles possess the hardness of steel. This Pokémon has so much strength, it can easily hold aloft a sumo wrestler on just one finger.; A popular motif for sculptures, its incredibly well developed muscles have captured the imagination of many an artist.; As a result of its continual workouts, it has developed tremendous power. It uses that power to help people with their work.; A sturdy creature boasting a robust physique and boundless stamina. Loves training above all else and voluntarily assists with tasks such as construction and clearing land.; It can lift a dump truck with one hand. Using that power, it helps people with heavy jobs.; The belt around its waist holds back its energy. Without it, this Pokémon would be unstoppable.; The muscles covering its body teem with power. Even when still, it exudes an amazing sense of strength."
Machamp,68,"Machamp: id: 68 - nickname: Superpower Pokémon - type: fighting - height: 1.6 - weight: 130.0; descriptions: With four arms, it can attack and defend simultaneously. It's said to have mastered every martial art in the world.; It can lift heavy loads with the greatest of ease. It can even heft dump trucks. But its clumsy fingers prevent it from doing any precision work.; It unleashes megaton level punches that send opponents flying clear over the horizon.; Its four ruggedly developed arms can launch a flurry of 1,000 punches in just two seconds.; One arm alone can move mountains. Using all four arms, this Pokémon fires off awesome punches.; Its superpowerful punches are said to knock the victim flying clear over the horizon.; It grasps its opponents with its four arms and twists them up in an intricate hold. People call it the Machamp special.; Its four muscled arms slam foes with powerful punches and chops at blinding speed.; It punches with its four arms at blinding speed. It can launch 1,000 punches in two seconds.; It uses its four powerful arms to pin the limbs of its foe, then throws the victim over the horizon.; With four arms that react more quickly than it can think, it can execute many punches at once.; Machamp has the power to hurl anything aside. However, trying to do any work requiring care and dexterity causes its arms to get tangled. This Pokémon tends to leap into action before it thinks.; Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.; Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.; It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.; It is impossible to defend against punches and chops doled out by its four arms. Its fighting spirit flares up when it faces a tough opponent.; In close combat, its four arms afford it offensive and defensive supremacy. In but a blink, this valiant Pokémon can overwhelm its foes with more than 1,000 blows from its fists.; It can knock a train flying with a punch. However, it is terrible at delicate work using its fingers."
